,company,month,ai_sum,ai_in,ai_out,cloud_sum,cloud_in,cloud_out,datascience_sum,datascience_in,datascience_out,datastorage_sum,datastorage_in,datastorage_out,robots_sum,robots_in,robots_out,software_sum,software_in,software_out,name,ticker,exchange,country,sector,sedol,isin,cusip,orb_num,url,industry,naics_code,naics_description,cik,lei,agg_sml,agg_obs,agg_reorg,agg_rcog,agg_rman,agg_tele
510953,"Stanley Black & Decker, Inc.",2019-08,112.13114,2.684002,1.9323822,1361.2858,25.573624,14.993683,889.41156,27.607119,33.749396999999995,1496.7374,39.826202,28.1189,3286.6626,49.899883,67.45285,1510.1270000000002,38.005672,33.26166,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8386571,3.6043038,4.254517,0.19297571,0.042281054,0.3554977
512052,SPX Corp,2012-01,22.911137,-1.1670122999999998e-16,1.3215135,220.1278,14.545651,12.662858,170.74518,8.569222,10.948358,320.17538,14.303717,21.535833,1510.4298,59.138474,82.98002,377.02536,22.856054,12.316171,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.765576,3.5815650000000003,4.2148247,0.14628908,0.05648293,0.3851236
512296,"Stanley Black & Decker, Inc.",2009-09,44.088276,0.0032798788,0.0013469143,1621.3638,19.306402,25.010185,420.92712,12.22961,6.527275,1243.2345,22.915995,19.825619,2913.0527,36.31838,35.221214,972.54645,10.559486,17.768175,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8475716,3.604309,4.2604756,0.19989303,0.013559955,0.34064987
512297,"Stanley Black & Decker, Inc.",2012-04,46.79279,0.005713276,0.0022413935999999,1430.9723,33.742832,26.555302,394.68677,17.577618,9.209425,1178.6482,35.68139,22.809868,2759.7292,61.485157,45.744286,952.5083,37.493065,17.954227,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8461974,3.6051958,4.2590513,0.20699655,0.0145543169999999,0.34232873
512298,"Stanley Black & Decker, Inc.",2020-06,107.73033,1.6118934,2.7734425,1275.5785,9.456196,21.89977,765.7531,13.004162,16.123070000000002,1369.1617,13.673652,25.550837,3077.3655,37.93832,54.009678,1400.4791,12.844581,25.37264,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8377028,3.6032507000000007,4.254092,0.18634804,0.028313437,0.35554016
515724,Illinois Tool Works Inc.,2019-01,88.64235,4.448357,0.75927913,326.87582000000003,11.155072,3.9696157,452.31476,13.036019,10.239093,568.7598,18.026869,11.20383,2990.8962,75.391335,49.441715,979.8531,27.856007,18.941364,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8371158,3.6266975,4.2643676,0.19265038,0.1365692,0.36601064
515725,Illinois Tool Works Inc.,2020-09,87.96243,0.9645844,2.584254,318.366,4.5882096,4.145700499999999,444.6711,6.9439282,8.477462,561.9616,7.577939999999999,8.270712,2816.8552,19.569519,19.855732,967.3267,8.055762,12.055542,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.841264,3.6336076,4.270817299999999,0.1925204999999999,0.12842436,0.37005663
517136,Emerson Electric Co.,2009-04,1327.3751,14.254816,37.288795,5896.898,90.58895,120.46479,2833.3237,24.956202,94.01146,6311.878000000001,100.04508,131.9729,25038.896,257.1847,449.3027,9159.851,126.07147,227.18495,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7924004,3.6128001,4.2484484,0.16563159,0.08644269,0.38963917
517137,Emerson Electric Co.,2012-09,1383.4106,30.759714,38.071022,5863.878000000001,157.51805,153.14645,3518.326,109.270584,105.231384,6691.606,179.94958,158.70518,25954.094,468.01654,567.39954,9775.607,218.96011,233.32787,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7920692000000003,3.6111858,4.248382599999999,0.16427863,0.084003076,0.386364
517138,Emerson Electric Co.,2013-04,1414.5177,43.470863,39.50676,5718.1694,146.97137,128.16983000000002,3714.1865,138.42686,103.533775,6673.1606,187.74539,160.36665,26191.193,558.4308,482.11493,9826.238,260.31726000000003,221.59964,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7876343999999995,3.6069875,4.2425513,0.16346002,0.080356784,0.38758516
517139,Emerson Electric Co.,2015-01,1616.1545,95.241356,59.374165000000005,5917.130999999999,217.63966,232.84732,4698.028,343.35922,239.4827,7120.4517,315.8815,277.56198,26743.55,897.34344,762.2524,10370.446,450.34204000000005,371.3261,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7916718,3.6139808,4.2504363,0.16043153,0.07792041,0.3887365
517614,Honeywell International Inc,2010-09,3541.4807,63.75390600000001,75.983215,12293.153,291.55444,248.62965,4911.0366,143.3827,132.25087,11280.004,307.24643,255.91249,39454.29,682.5337,544.1513,18254.727,426.7616,320.84222,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7590220000000003,3.5863078,4.2210684,0.11344896,-0.017889075,0.4340766
517615,Honeywell International Inc,2021-02,3690.967,37.502506,53.146244,9689.758,114.830605,129.45718,7771.998,105.407486,123.429695,10572.5625,133.50386,139.22841,36121.23,335.78882000000004,447.6695,18376.29,199.74658,236.94246,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7606175,3.5985932000000003,4.230968,0.108954035,-0.04032453,0.4412047
518043,3M Co,2008-04,397.52945,10.081635,1.5613031000000002,2586.3267,41.292206,40.369904,1970.0149,27.762123,25.225582,3671.5107,69.20375,54.591663,12983.193,214.59103,129.95004,2883.568,50.82427,28.422995,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.855147,3.6957645,4.342609,0.13114035,-0.004578017,0.41529697
518044,3M Co,2010-04,384.16263,4.091179400000001,10.087714,2588.4468,55.448,33.681515000000005,2122.8920000000003,49.53697,39.087173,3706.4004,76.652245,51.452484000000005,13273.582,221.32138,174.06776000000002,3020.073,59.16703,41.847824,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.855248,3.6954043,4.342137999999999,0.14142407,0.0013009392,0.4135722
518045,3M Co,2010-10,415.06165,18.9897,12.172723,2730.3108,60.866085,39.798042,2292.7615,65.52283,37.11386,3872.868,93.02438,57.99895,13832.714,293.05878,185.62099,3163.7341,80.40165999999999,52.391582,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8541102,3.6944046,4.3410172,0.14135416,0.0011856953,0.4119047999999999
518046,3M Co,2011-02,434.4218,12.6515,4.354166,2799.0361,49.369724,34.940445000000004,2386.9023,72.34504,57.392464,3982.7258,86.47945,68.06481,13982.98,196.44379,149.83379,3287.6626,54.98718,53.673958,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8539642999999995,3.694034,4.3408194,0.14304808,0.0023642255,0.41141927
518047,3M Co,2011-08,493.121,10.697949,35.607906,2954.6182,67.477295,49.433098,2691.6836,69.32236,186.39368,4214.8823,89.937096,99.327286,14584.494,265.57983,328.6365,3607.5127,96.16866,167.76797,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.850749,3.6905746,4.337654,0.14530386,0.0041989065,0.41127822
518048,3M Co,2016-07,633.27576,14.699434,11.824639,3085.146,58.519962,34.00586,3836.4624,130.91316,120.849815,4689.9473,117.77334,66.7697,14642.609,248.23659,247.14064,4181.1587,101.59673,74.90427,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.840139,3.6808975,4.3253303,0.13428535,-0.0015648438,0.41268685
520157,"Stanley Black & Decker, Inc.",2008-01,51.20717,2.8419166,4.237913,1646.467,109.9154,100.12252,423.49017,24.211767,26.875854,1306.8873,87.93395,88.75751,3110.672,137.40826,192.55997,1057.1968,59.79147,70.66636,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8473115,3.6022222000000004,4.2584615,0.1903567,0.014379049,0.34471884
520158,"Stanley Black & Decker, Inc.",2011-08,52.211605,4.074323000000001,5.275779,1551.9425,40.1295,50.917492,422.39026,18.012445,16.992344,1222.6093,43.09078,49.546204,2798.0386,52.442234,66.36385,978.6051,25.07739,39.286465,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.844544,3.60144,4.255843,0.20613779,0.010258285,0.33809748
520159,"Stanley Black & Decker, Inc.",2014-11,74.176384,1.1039224,2.5322459,1347.6332,28.468002,23.195303,518.75507,14.088647,10.13586,1193.9286,19.370111,21.56403,2983.9709999999995,38.520107,47.58354,1145.8127,18.45391,18.513386,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8380063,3.5968347,4.2501144,0.20416725,0.036778867,0.3438655
521163,General Electric Company,2011-02,6223.8867,144.05267,140.92662,19765.574,474.24655,407.931,13494.195,389.5394,267.51328,23955.75,612.6794,472.95905,66041.195,1445.7949,970.1781,25609.86,632.294,404.5797,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.818116,3.6729493,4.3057795,0.20744626,-0.0033697355999999,0.40829542
521164,General Electric Company,2011-08,7272.0605,281.01434,561.6391,21137.033,651.98663,736.5761,16561.887,815.6498,1605.1464,25948.355,858.3819,1064.8618,71211.0,2070.1016,2490.444,28696.414,961.965,1454.3107,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8153808,3.6694448,4.302551,0.20602463,-0.0038551427,0.40784833
521165,General Electric Company,2018-10,8703.162,198.19637,227.57462,20458.771,410.86954,474.92764000000005,20151.809,526.3878,543.09033,25018.436,572.8591,623.0158700000001,69074.1,1179.7008,1123.0782,34146.285,777.946,738.8838,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8065014,3.6610801,4.2884855,0.19699033,0.01187123,0.40410513
522242,Honeywell International Inc,2010-06,3613.6174,109.56846000000002,104.05596,12190.024,299.92554,309.27576,4984.993,211.18672,148.77634,11209.65,338.5331,326.5648,39160.027,772.8998,656.1149,18103.08,459.06622,426.08374,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.757255,3.5836082,4.2184040000000005,0.11343361,-0.01569899,0.4322361
522243,Honeywell International Inc,2015-12,4581.968,58.78454,125.0781,12081.365,156.4665,319.69818,8085.8706,125.157845,273.9829,12457.053,194.8295,371.83264,42385.98,385.2547,881.77625,21183.812,277.29,510.9675,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7640295,3.5973096,4.2325883,0.11261784,-0.02209508,0.43598977
522244,Honeywell International Inc,2020-08,3882.0315,51.617,77.47891,10030.458,148.61043,192.70749,8076.039000000001,149.0176,196.67076,10875.508,181.51749,218.5381,37400.023,412.79184,625.2852,18945.92,280.2304,329.87454,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.760635,3.5982904,4.230243700000001,0.11042759,-0.039065674,0.44012865
523708,Danaher Corp,2017-07,1130.4323,36.23218,22.934605,3778.963,65.17494,39.674625,4007.3555,145.1323,94.72216,4916.2993,100.576904,77.2117,12853.194,233.9687,198.0285,7347.0645,116.588936,110.04235,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8208935,3.6467838,4.2753315,0.27709338,0.04572495,0.37245658
523709,Danaher Corp,2019-11,1203.3356,13.179023999999998,13.227533,3826.82,39.248806,75.63401,4406.7344,73.13969,79.99854,5056.7036,56.549652,88.582985,12984.306,119.22854,160.60645,7571.605,67.69301999999999,111.35206,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.818053,3.646102,4.274923,0.26969656,0.039917115,0.37685072
523710,Danaher Corp,2020-06,1216.3009,39.312717,21.276272,3711.591,64.58447,63.17051,4410.8364,125.21575,73.55996999999999,4971.947,106.72955,83.85186,12844.765,192.83655,160.47672,7560.2485,157.843,116.36276,Danaher Corp,DHR,NYSE,United States,Health Care,2250870,US2358511028,235851102,,,,,,,,2.8180628,3.6479473,4.2766438,0.26602688,0.03608839,0.3792113
525224,Ingersoll-Rand PLC,2014-04,235.37703,3.323464,3.2892988,1798.779,58.313732,45.40991,1126.8844,34.153652,24.502552,2225.6477,65.17538499999999,50.20168,9340.042,149.03548,135.1695,2436.467,64.785126,41.063107,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.765711,3.5660007000000005,4.1864357000000005,0.13159166,0.04704998,0.3745208
528014,Emerson Electric Co.,2011-11,1283.5355,15.531878,28.439375,5867.084,117.06808,113.30923,3081.2922,69.5931,81.125656,6461.502,139.66844,130.10336,25533.486,440.47626,414.72064,9479.322,171.82613,171.90771,Emerson Electric Co.,EMR,NYSE,United States,Industrials,2313405,US2910111044,291011104,,,,,,,,2.7909650000000004,3.6107135,4.2461762,0.16744089,0.08578948,0.38629764
528185,Ingersoll-Rand PLC,2008-10,175.36751,4.509146,3.984381200000001,1810.3044,18.590704,21.892317,823.0988,17.185345,11.975442,2167.2576,27.357752,22.624935,9591.9795,88.9285,84.00199,2146.2168,22.686954,29.150244,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7625322,3.5650604,4.1831803,0.13208672,0.03944111,0.37971792
528186,Ingersoll-Rand PLC,2018-05,320.99496,13.874579,18.680637,1763.1515,26.709738,37.890118,1642.2654,103.80218,43.611492,2374.394,42.4399,44.65291,9733.527,178.54214,111.31574,2820.6626,59.068066,47.868492,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7565644,3.5574684000000003,4.1744246,0.1291865,0.047491528,0.3736794
528767,Honeywell International Inc,2009-05,3498.1199,64.674385,33.103984999999994,11851.233,140.94894,142.73523,4678.9966,119.67395,63.239437,10778.379,171.15346,158.52945,38424.793,441.27496,315.5879,17491.492,227.80133,209.73303,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7564464,3.5822198,4.2171087,0.11432515,-0.013250052,0.4299179
529282,"Stanley Black & Decker, Inc.",2009-10,45.644535,1.5576054,2.4747956,1618.2499,21.896336,23.90667,420.77643,6.3765730000000005,14.913931,1241.4329,18.024023,33.135845,2905.8892,28.057623,36.47218,967.8378,13.059535,19.115381,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8471618,3.6039472,4.260107,0.1996314,0.01219254,0.3409959
529283,"Stanley Black & Decker, Inc.",2017-02,97.32099,5.302281,1.9645579,1322.114,22.037022,15.294018,734.1039999999999,27.75272,22.227303,1287.5824,28.543552,19.34751,3017.4004,53.263206,42.769287,1273.9988,29.72854,22.820736,"Stanley Black & Decker, Inc.",SWK,NYSE,United States,Industrials,B3Q2FJ4,US8545021011,854502101,,,,,,,,2.8343203,3.5945213,4.245661,0.20013301,0.038676605,0.34705043
529520,Honeywell International Inc,2008-09,3483.877,100.49719,61.706127,11976.13,260.5526,202.0883,4736.717000000001,134.7214,98.12926,10819.421,302.40225,225.04259,38600.31,709.58887,530.23987,17521.076,447.46298,282.37134,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.755481,3.5805860000000003,4.215329,0.11440863,-0.013246124,0.42962962
529521,Honeywell International Inc,2015-03,4361.0195,89.1184,68.75904,11893.552,210.65721,180.1776,7428.2617,219.0693,159.87896999999998,11925.55,254.35033,209.8744,42145.812000000005,729.3214,614.8972,20438.666,419.54227,304.81378,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7607286,3.592178,4.227178,0.11255763,-0.018623935,0.43350905
530211,Illinois Tool Works Inc.,2008-03,80.05145,0.62628645,0.20520823,369.21918,11.203169,1.7244992,296.49673,3.6301384,3.4812086000000004,556.0532,9.685067,5.928414,2935.5874,29.844383,31.56921,933.2482,19.951424,10.501811,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.847638,3.6394243,4.276007,0.18930542,0.13440256,0.36639178
530212,Illinois Tool Works Inc.,2020-06,87.880775,0.34971303,0.66298676,318.33594,1.667209,0.64991355,442.74300000000005,4.4995093,3.4717102,568.2856400000001,3.0343719,4.447784,2827.5994,15.868638,14.428812,974.2681,5.6665263,5.2143593,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8422198,3.6349626000000006,4.272711,0.1923474,0.12820789,0.3685404
530213,Illinois Tool Works Inc.,2020-11,88.03435,0.94347435,1.0977011,316.71417,5.3650875,7.450321000000001,442.9557,7.769883999999999,8.297217999999999,557.20886,8.143619000000001,11.782275,2825.871,27.397854,33.43516,961.2746,12.08677,16.68722,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8414342,3.634332,4.2720723,0.19047512,0.12775956,0.37082422
530385,Honeywell International Inc,2012-02,3957.4526,51.957832,53.29534,12497.977,145.7411,137.42441000000002,5738.427,95.43173,64.4929,11972.192,140.64146000000002,133.75345,41508.94,523.54614,442.07004000000006,19565.709,245.65283,224.43286,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7607026,3.5904605000000003,4.2252116,0.11225104,-0.021540366,0.43544668
530386,Honeywell International Inc,2012-06,4119.2344,163.8572,112.70282,12562.782,268.536,289.7677,6308.6465,345.7291,182.15219,12197.451,326.20673,309.79254,42530.324,942.6629,729.9347,19999.857,539.4123,421.73685,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.758509,3.587435,4.221566999999999,0.113294974,-0.019784246,0.43416506
530387,Honeywell International Inc,2014-03,4188.79,68.17671,69.805214,11908.856000000002,186.2762,228.02203,6791.6357,160.5317,143.72171,11882.223999999998,196.70691,256.3503,41854.355,618.6149,622.0587,19910.447,313.28226,368.79428,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.759479,3.5899036,4.225080999999999,0.11226103,-0.0184682439999999,0.4332690999999999
530388,Honeywell International Inc,2018-07,4394.7570000000005,78.9725,102.014824,11250.994,180.73692,182.7188,8737.315999999999,230.12935,228.90097000000003,11874.321000000002,219.6583,252.31953,40637.4,603.2691,602.7606,20562.217,355.52292,389.61185,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7610543,3.5961854,4.228949500000001,0.112546004,-0.029702641,0.43709445
530389,Honeywell International Inc,2019-08,4246.5903,49.365623,105.39373,10889.442,135.6399,219.49092,8764.38,174.93579,243.96713,11604.348,205.01283,228.61212,39867.938,464.2041,587.9573,20170.855,302.19064,398.7824700000001,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7592604,3.5956337,4.227135700000001,0.11132546,-0.032744635,0.43729278
534045,SPX Corp,2009-03,29.756357,0.0012655656,0.001427507,187.9832,2.5275478,2.3584564,147.41433999999998,0.007871429,1.5087613000000002,277.48566,4.7448955,2.363989,1464.2057,18.830822,15.256698000000002,337.14932000000005,1.8197421000000005,5.1942744,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7741275,3.5923364,4.228124,0.14088422,0.048573088,0.3922057
534046,SPX Corp,2016-05,17.087046,0.016905276,0.002927582,104.31617,2.2139077,5.7325745,95.295364,4.3998013,2.926523,164.25922,5.102932,4.5770230000000005,1081.3563,11.282973,16.784939,222.97174,5.109725,10.205746,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7298195,3.5284410000000004,4.155496,0.15248606,0.09623412,0.36299157
538994,SPX Corp,2010-03,25.886232,0.0003178497,0.0016662729,193.98811,8.33571,6.4466243,158.34892,4.1666284,2.098087,284.79852,8.933138,12.232157,1421.1918,13.202947,9.923405,335.1249,5.593278,5.1921854000000005,SPX Corp,SPXC,NYSE,United States,Industrials,2787185,US7846351044,784635104,,,,,,,,2.7637653,3.58183,4.213593,0.13323987,0.0438001159999999,0.3937565999999999
539406,3M Co,2012-10,514.65125,10.359014,8.748158,3112.4155,113.419846,52.89997,2759.2834,91.80467,64.75224,4427.3003,133.9084,97.85767,14732.265,287.71985,264.0787,3788.779000000001,137.56525,74.4241,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8495443,3.6903987,4.33621,0.14006922,0.0001084309199999,0.41402674
539407,3M Co,2018-08,705.7171,14.903282,24.198921,3030.827,45.214344,46.39042,4174.373,107.116,153.08691000000002,4857.5493,94.250916,78.86344,14839.113,193.4018,214.253,4386.514,91.49575,128.50538999999998,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.838892,3.6813934,4.324962,0.12377837,-0.0096823969999999,0.41659296
540203,3M Co,2011-10,479.30823,13.60911,6.2696276,2985.233,62.66658,45.631275,2580.9722,55.124577,43.41866,4194.115,77.61929,62.375114,14465.532,196.33759,170.64406,3552.1687,80.14764,59.454530000000005,3M Co,MMM,NYSE,United States,Industrials,2595708,US88579Y1010,,,,,,,,,2.8517425,3.692438,4.3391542,0.1423769,0.00040534156,0.4122999
541902,Honeywell International Inc,2009-07,3484.3237,39.941486,54.88231700000001,11859.158,143.31685,146.98181,4698.663,83.46764,80.25067,10744.666,162.02864,153.88025,38492.3,400.92783,362.82077,17450.205,190.09497,181.65532,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7573085,3.5835302,4.218499,0.11417342,-0.014537872,0.4306889
541903,Honeywell International Inc,2010-10,3528.1220000000003,62.624626,51.487984,12254.183,209.65909,200.02722,4881.4927,102.7065,81.13873000000001,11260.71,236.61916,207.2205,39606.414,696.2754,526.02057,18290.352,356.46896,342.01196,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.759441,3.5866839999999995,4.221596,0.113445655,-0.017302774,0.43397948
541904,Honeywell International Inc,2012-01,4021.3213,189.09502,115.82633,12786.357,458.37592,434.122,5856.6045,330.8642,213.60957,12255.91,513.102,424.35974,42298.805,1442.0547,1313.4104,19875.674,706.93195,555.61676,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7605083,3.5900302,4.224658,0.11246093,-0.0210891779999999,0.43531215
541905,Honeywell International Inc,2013-06,4186.9663,131.38347,131.97087,12105.887,191.64288,289.48227,6625.696,315.91367,228.08481,11962.352,269.3857,321.27832,42057.79,847.0742,763.5096,20037.29,441.62094,469.34875,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7583766,3.5876703,4.222449,0.11273729,-0.017914673,0.43310037
541906,Honeywell International Inc,2018-01,4385.548,135.98506,108.28428,11473.771,286.338,250.16414,8568.671,361.07678,259.6572,12109.615,296.7793,283.6397,40777.637,978.3142,747.5732,20673.02,507.25595,402.40762,Honeywell International Inc,HON,NYSE,United States,Industrials,2020459,US4385161066,438516106,,,,,,,,2.7633247000000005,3.5991018,4.232357,0.11206282,-0.029899912,0.43816376
544313,Illinois Tool Works Inc.,2009-08,76.69869,0.0014594617999999,4.536698,353.56018,5.725029,5.2856674,264.12512000000004,1.4265556,17.888023,540.19727,4.828419,5.4386897,2835.4548,9.105316,29.832447,918.6257,2.9076524,13.083339,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8394535,3.6284416,4.263311,0.18896118,0.1360745,0.36679885
544314,Illinois Tool Works Inc.,2011-02,57.012554,0.0062922165,0.34195766,318.9333,1.0055507,1.36501,271.19427,2.9909935,3.68531,509.48535,1.9024577,7.5003185,3026.1453,45.69543,30.489231,955.15735,8.699146,7.1214776,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8449705,3.6359346,4.2715135,0.19484013,0.13907,0.36507285
544315,Illinois Tool Works Inc.,2013-12,78.36102,1.5225043,1.8812672,297.39804,4.0213466,3.3254457000000004,336.64047,6.6797495,10.763682,493.2869,10.22707,13.176059,3100.4932,21.80063,72.32094599999999,990.14746,7.449536,21.665033,Illinois Tool Works Inc.,ITW,NYSE,United States,Industrials,2457552,US4523081093,452308109,,,,,,,,2.8473394,3.6404742999999993,4.2785487,0.19377694,0.13270049,0.3655595999999999
544693,Ingersoll-Rand PLC,2008-01,186.77524,11.310618,14.120174,1951.7927,119.92901,135.73541,902.9632,51.564655,62.685074,2288.358,136.58158999999998,149.18823,9647.498,490.85342,397.94962,2210.335,115.18688,122.13928,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7631998,3.5651424,4.1835155,0.13814409,0.043614257,0.37945238
544694,Ingersoll-Rand PLC,2010-11,198.54474,5.673116,1.4109808,1786.9926,42.9529,18.79691,868.3259,23.247326,10.350358,2132.7224,55.766563,21.885927,9469.331,111.17135,98.0763,2199.7825,51.826256,14.409216,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7565951,3.5575614,4.173627,0.13417913,0.039892368,0.37789187
544695,Ingersoll-Rand PLC,2011-06,205.04942,7.856803,4.87665,1788.6968,42.56376,50.012814,963.74493,67.630325,32.62576,2181.775,58.491962,63.01991,9576.643,221.45956,219.70494,2259.331,54.672855000000006,54.60996,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7562995,3.557151,4.173168,0.13253409,0.03862412,0.37923682
544696,Ingersoll-Rand PLC,2014-11,254.33464,5.925201400000001,0.4626436,1848.0728,38.95535,22.836445,1246.2361,34.396576,9.345685,2342.7270000000003,53.395615,38.323624,9446.349,125.09956,97.03003,2577.9856,54.822807,22.351269,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.764928,3.5668738,4.1864724,0.13303252,0.045285013,0.37660557
544697,Ingersoll-Rand PLC,2018-12,300.12643,3.3840241,7.716172999999999,1684.7467,12.578676,30.551022,1552.23,18.10894,51.36697,2288.2437,17.146304999999998,49.2498,9640.032,78.91781999999999,147.99161999999998,2716.1023,20.980373,59.00578,Ingersoll-Rand PLC,IR,NYSE,United States,Industrials,B633030,IE00B6330302,G47791101,,,,,,,,2.7640257000000004,3.5653596,4.1839595,0.13243178,0.04917967,0.37431812
547571,General Electric Company,2013-10,8411.768,166.64093,126.678276,21860.338,555.0745,446.147,19566.498,534.5729,410.85635,27162.031000000003,724.98425,603.33215,77451.77,1595.3651,1327.3792,31755.945,819.86456,593.7437,General Electric Company,GE,NYSE,United States,Industrials,2380498,US3696041033,369604103,,,,,,,,2.8159015,3.6664844,4.3024373,0.20000993,0.008778179,0.40216547
